,filename,image,caption,image_text
0,2017-03-23_17-05-18_UTC.json,https://storage.cloud.google.com/procvaxx/2017-03-23_17-05-18_UTC.png,"Work on the next controller, building the injector for Vaccination. 
Got some sanding and gluing to do!","CE
VISO
sheq TVISO,
250
ERY
LWOME THEATER
Some features
whale running M
See our website
http://www.lenov
"
1,2017-05-28_20-02-30_UTC.json,https://storage.cloud.google.com/procvaxx/2017-05-28_20-02-30_UTC.png,":om::folded_hands_medium-dark_skin_tone::om:
#Repost
@holistichealthandmore
・・・
#educatebeforeyouvaccinate #vaccines #vaccineinjury #vaxxed #cdcwhistleblower #childbirth #newborn #mommyandme #hepatitisbvaccine #pregnancy #neurological","First breath, so it is time
for your Hepatitis-B shot
We don't want your folks
recognising the distinct
neurologicalregression
in approx 8 weeks times
Coodwess Memes
"
2,2018-07-31_11-17-48_UTC.json,https://storage.cloud.google.com/procvaxx/2018-07-31_11-17-48_UTC.png,"#regran @connecting_consciousness 
Remember Jaire Pritchett:raised_fist_medium-dark_skin_tone::person_lifting_weights_dark_skin_tone::syringe:
:thought_balloon:
Vaccine injury is real folks. Learn the risks.
:thought_balloon:
The company which makes vaccines, profits billions per year from vaccines. It's a good idea to not trust their word of how safe they are.
:thought_balloon:
At any time you can vaccinate. But it's a lot harder to UN-vaccinate.
#thechi #unplugthematrix #gwentowers #bigpharma #pharmcy #walgreen #rothchilds #vaccineinjury #chicagochinatown #chicagodowntown","NEC
11
connecting_consciousness
IG: CONNECTING CONSCIOUSNESS
Jaire Pritchett was an athlete training to qualify for college
football when he was diagnosed with GB Syndrome after getting a
vaccine he was told is required for college. His legs were paralyzed
for months. He was fortunate to make a recovery, since the majoriy
who get GBS, don't recover. Look into what's inside vaccines and
weigh out the risks so that you don't become a statistic.
"
3,2018-04-06_13-56-59_UTC.json,https://storage.cloud.google.com/procvaxx/2018-04-06_13-56-59_UTC.png,"Frazier Suction Tube 19.0 cm , 6 Fr.  #And, #Fr, #Frazier, #Health, #Healthcare, #Hospital, #Industries, #Instruments, #Jfu, #Medical, #Pakistan, #Puncture, #Suction, #Surgery, #Surgical, #Surgicalinstruments, #Tube, #Tubes, #Vaccination", 
4,2014-10-09_19-37-59_UTC.json,https://storage.cloud.google.com/procvaxx/2014-10-09_19-37-59_UTC.png,"Flue shot season. It's required where I work. 
What's your opinion of the flu shot? Good and bad, I want to hear it all.","Sic
Corture
NEVESIV
BEACHBODY
TEAM
"
5,2017-06-16_07-02-58_UTC.json,https://storage.cloud.google.com/procvaxx/2017-06-16_07-02-58_UTC.png,#friends #dontletfriends #unhook friends #carseats :seat: #vaccines #vaccination #teenmom #wokeaf,"SUZI
A OC
CAn Jena
"
6,2017-11-10_08-19-55_UTC.json,https://storage.cloud.google.com/procvaxx/2017-11-10_08-19-55_UTC.png,"Many of us are still unaware of the importance of vaccination. Let’s attempt to make people aware about how indispensable vaccination is for a healthy life on this #WorldImmunizationDay #swasthbharat

#medical #international #conference #vaccines #prevention #health #disease #vaccination #swasthbharat","TM
INDIAMEDICAL
DEVICE
FICCI
Departae d
Govemment of Indis
15-17 February, 2018
Bangalore International Exhibition
Centre, Bengaluru
Wald
Tmmunization Day
#SwasthBharat
"
7,2018-10-08_16-02-17_UTC.json,https://storage.cloud.google.com/procvaxx/2018-10-08_16-02-17_UTC.png,"We want to help you and those you love stay flu free this season! Influenza is a contagious disease that spreads throughout the United States every year. Spreading of the flu usually peaks between October and May, so now is the best time to get vaccinated. Visit Accesa Health today to receive $5 OFF you flu shot!
#health #flu #influenza #fluseason #accesahealth #vaccine #flushot #torrance #southbay #clinic","FLU SEASON
Ć IS HERE
Protect yourself and your
loved ones from the flu!
Visit Accesa Health for
$5 OFF flu shots!
ACCESA
HEALTH
"
8,2018-01-23_20-00-34_UTC.json,https://storage.cloud.google.com/procvaxx/2018-01-23_20-00-34_UTC.png,"Sooooo just how did that HIGH HIGH level of aluminum get in there? Parents please know what vaccine ingredients are and if your child has been vaccinated please find out how to chelate Aluminum out of the body. 1-36 children are now vaccine injured into Autism. Know the truth!  Don’t be like I was and trust the CDC.

#autism#vaccineinjury #aluminum #chelation #saveourchildren #momlife#dadlife#kidlife","AUTISTIC CHILDREN FOUND TO HAVE
HIGH ALUMINUM IN THEIR BRAINS
www.HealthRangerReport.com
f Facebook.com/HealthRanger
ETwitter.com @HealthRanger
www.NaturalNews.com
Lab-verified nutrition, survival foods, organic personal care and more at...
HealthRangerStore.com
mil
BUC
SUPERSUPER30 30%
AUTISTIC children found to have high
ALUMINUM in their brains
468 views
Share
Add to
88
Download
TheHealthRanger
SUBSCRIBED
240K subscribers
"
9,2019-04-11_05-00-45_UTC.json,https://storage.cloud.google.com/procvaxx/2019-04-11_05-00-45_UTC.png,Cousins having some bubbly fun! :party_popper::party_popper::party_popper: #unvaccinated #vaccinefree #notovaccines #healthykids, 
10,2017-11-27_22-33-42_UTC.json,https://storage.cloud.google.com/procvaxx/2017-11-27_22-33-42_UTC.png,"We’re seeing a dramatic increase in cases of #hepatitisA among gay and bisexual men in NYC. Protect yourself with the hepatitis A vaccine, available for free at NYC clinics. With a vaccine, hepatitis A is an easily preventable disease. Don’t wait! Get vaccinated today!
.
.
.
#hepA #vaccines #vaccineswork #nyc #nychealth #publichealth #healthyliving #MSM #hepatitis #healthylifestyle #gaymen #bisexualmen #immunization #LGBTQ #getvaccinated","IT'S JUST
A LITTLE
PRICK...
GET A HEPATITIS A VACCINE.
"
11,2019-01-19_17-00-32_UTC.json,https://storage.cloud.google.com/procvaxx/2019-01-19_17-00-32_UTC.png,"Planning a trip to #Myanmar? Book a pre-travel consultation at #TravelSafe! We offer personalized #consultations, #vaccinations, prescriptions and comprehensive #health advice to international #travellers. Book your consultation (link in the bio) #travelsafeclinic⠀
.⠀
.⠀
.⠀
#travelsafe #travelclinic #vaccines #immunization #vancouver #travel #asia","Srecoc olocco
100) - sootegas
Myanmar
m
Trip to
!
"
12,2017-02-27_19-30-37_UTC.json,https://storage.cloud.google.com/procvaxx/2017-02-27_19-30-37_UTC.png,Had another vaccine. Hoping for no fever this time! We've been doing one at a time in attempt to avoid the fever or pinpoint which is causing it. All done for a while now! Yay!!! #mamaslilsqueaker #vaccinesareimportant #vaccinate, 
13,2018-10-24_21-37-25_UTC.json,https://storage.cloud.google.com/procvaxx/2018-10-24_21-37-25_UTC.png,The Vacinnes mate ! #vaccines #helene #gig #rocknroll #paris #england,"CSL DEICCINES
ALMA EBR
"
14,2018-02-22_19-50-32_UTC.json,https://storage.cloud.google.com/procvaxx/2018-02-22_19-50-32_UTC.png,For all those Vax-holes that said “I rather my child to get Autism that measles” #Vaxxed #learntherisks #autismepidemic #cdcwhistleblower,"LIFE EXPI
FOR A PERSON
36 YEA
HTELLECTUAL
RATE OF DISABILITY
ADULTS
AMONG
WITH
Individuals with Antima
lleichter Risk For Injury
AUTIS PEOPLE WITH
People with
Autism
Who Have
Seizures
33%
86%
AUTISM:
44%
CHILDREN
WHO HAVE
AUTISM
THAT CANNOT
SPEAK
40%
Columbia Uni
MAILMAN SC
OF PUBLIC HI
"
15,2013-02-04_05-23-05_UTC.json,https://storage.cloud.google.com/procvaxx/2013-02-04_05-23-05_UTC.png,#autism #baylock #vaxfax #vaccines #vaccinetruth,"""I find it interesting that there exists an incredible
double standard when it comes to 'our' evidence
versus 'theirs'. The proponents of vaccination I
safety can just say they are safe, without any supporting
evidence what-so-ever, and it will be accepted without
question. They can announce that mercury is not only
safe, but that it seems to actually increase the IQ and we
are to accept it.""
Russell Blaylock MD, Neurosurgeon, 'Vaccines,
Neurodevelopmental and Autism Spectrum Disorders'
"
16,2017-04-04_20-10-02_UTC.json,https://storage.cloud.google.com/procvaxx/2017-04-04_20-10-02_UTC.png,"Betty had some precautionary blood work done today, then her 12 month vaccinations, then her 1 year check up! What a trooper! 
#cute #toughbaby #love #adorable #1yearold #illwaitbeforeitellherabouttheextrabloodwork #trooper #needles #vaccinate #boosters #healthy #bandaid #bettyjeanhawke @jhawke.rocks", 
